x,y,z,z_ft,magnitude,lon,lat,year,month,day
635863.966695728,3649820.866806429,-8571.5240304,-28121.798,1.4,-115.54601999891166,32.978310001107765,1989.0,5.0,25.0
632843.8960816151,3675010.6792174047,-4693.334784000001,-15398.08,1.63,-115.57467000122139,33.20582999917855,1989.0,5.0,26.0
579172.8024623896,3714288.1901375866,-7323.463128,-24027.11,2.14,-116.14699999957197,33.565330000582456,1989.0,5.0,29.0
630368.0423924736,3671573.8390418203,-9531.5708784,-31271.558,1.6,-115.60171999862192,33.17514000124828,1989.0,6.0,2.0
626225.1773592564,3636207.148446217,-9647.5765392,-31652.154,2.54,-115.65100999942506,32.85669999929538,1989.0,6.0,4.0
616165.6199504754,3647286.4194781655,-2472.2263992000003,-8110.979,1.92,-115.75710000128907,32.957729998998175,1989.0,6.0,9.0
595870.8684656399,3677006.4156415854,-519.1310928,-1703.186,2.18,-115.97108999958839,33.22774000051662,1989.0,6.0,12.0
647164.872946711,3626076.842935384,-10615.6237776,-34828.162,1.7,-115.42889999928423,32.76274000023082,1989.0,6.0,12.0
624652.6680330386,3679636.5884824577,-4063.30404,-13331.05,1.3,-115.66190000108695,33.248519999864435,1989.0,6.0,13.0
627110.6007670164,3669205.4152769228,-6947.444779200001,-22793.454,2.32,-115.63698000048052,33.154169998837475,1989.0,6.0,13.0
627063.1661582534,3669194.817821251,-6570.4263816,-21556.517,2.02,-115.6374899995601,33.15408000032734,1989.0,6.0,13.0
627469.4079322167,3666655.0865356815,-7533.473376,-24716.12,1.9,-115.63348999921168,33.13112999878991,1989.0,6.0,13.0
627469.3066170744,3666662.848039957,-7552.4743032,-24778.459,1.5,-115.63349000050906,33.13120000095493,1989.0,6.0,13.0
608802.8495092725,3706635.6043277187,-8611.5259824,-28253.038,1.95,-115.82875000008154,33.493710000344336,1989.0,6.0,14.0
624907.0306505425,3642150.638538148,-5522.3752392,-18118.029,1.2,-115.66428999970023,32.910449999280964,1989.0,6.0,16.0
624968.9650167082,3642134.7902508113,-5551.3766544,-18213.178,1.0,-115.66362999979185,32.91030000114919,1989.0,6.0,16.0
624900.5316975246,3670832.544660853,-3500.2765656,-11483.847,1.93,-115.66045000085155,33.16909999915408,1989.0,6.0,17.0
647692.0708174941,3624463.35512162,-10889.637148800002,-35727.156,2.38,-115.42352999960507,32.74812000026268,1989.0,6.0,17.0
595366.2161061144,3680195.9774379726,-3873.294768,-12707.66,2.28,-115.97616999934421,33.25655000090843,1989.0,6.0,18.0
629595.4124797353,3651642.4996458236,-5683.3830960000005,-18646.27,1.2,-115.61282999846617,32.9954999989001,1989.0,6.0,20.0
647614.3959815174,3624581.9686064175,-11061.6455424,-36291.488,2.33,-115.42433999885114,32.74920000079279,1989.0,6.0,22.0
622944.4834673222,3626508.7169642327,-12082.695367200002,-39641.389,2.31,-115.6873500006221,32.7696100007893,1989.0,6.0,22.0
630169.7805134543,3662295.8957050913,-8333.512416,-27340.92,2.48,-115.60516999988887,33.09149999938404,1989.0,6.0,22.0
599514.812764486,3660048.0624574795,-8412.5162712,-27600.119,1.6,-115.93384000064586,33.07447000001802,1989.0,6.0,23.0
625709.6098757543,3682065.487825658,-4862.3430312,-15952.569,2.24,-115.65022000022313,33.27030000048139,1989.0,6.0,23.0
630079.636683889,3661562.7934096097,-7075.4510256,-23213.422,1.4,-115.60624000148316,33.08489999880759,1989.0,6.0,24.0
612568.9755521659,3701821.700955173,-8893.539744,-29178.28,2.36,-115.78882000154869,33.44991000081973,1989.0,6.0,24.0
612510.7028159541,3701876.468500666,-8809.5356448,-28902.676,2.11,-115.7894399996264,33.45041000070084,1989.0,6.0,24.0
612464.9265902677,3701975.73907008,-8795.5349616,-28856.742,1.44,-115.78991999961423,33.45131000072469,1989.0,6.0,24.0
630119.9648404351,3671924.28747978,-6973.446048,-22878.76,1.5,-115.6043300005416,33.17832999933641,1989.0,6.0,26.0
628662.8050849522,3674226.015840439,-4832.3415672,-15854.139,1.4,-115.61962999997621,33.19926000063001,1989.0,6.0,26.0
629318.250360278,3670213.5997187253,-8053.498752000001,-26422.24,1.5,-115.61317000051639,33.1630000008949,1989.0,6.0,28.0
616609.6337601421,3651230.3425916196,-6341.415206400001,-20805.168,1.1,-115.7518499998996,32.993249998692434,1989.0,6.0,29.0
620645.4847321893,3689806.0667600106,-7099.452196800001,-23292.166,2.28,-115.70355000144266,33.34068000045708,1989.0,7.0,1.0
613012.3344230384,3658262.807258315,-8596.5252504,-28203.823,1.4,-115.78948000062064,33.057050000050886,1989.0,7.0,2.0
624590.7402830526,3679670.173135901,-4022.3020392000003,-13196.529,1.81,-115.6625600012134,33.24883000125972,1989.0,7.0,6.0
618771.9509462124,3691922.088086712,-7863.48948,-25798.85,1.4,-115.72339999989465,33.35996999972935,1989.0,7.0,7.0
633003.9356371283,3658711.0167897586,-3773.2898880000002,-12379.56,1.5,-115.57533000101054,33.0588300013505,1989.0,7.0,11.0
618708.5946897143,3646414.146422428,-9555.572049600001,-31350.302,2.54,-115.73000999981814,32.94959000090265,1989.0,7.0,18.0
618543.9259258271,3646424.35956495,-9476.5681944,-31091.103,2.25,-115.73176999987362,32.94969999913346,1989.0,7.0,18.0
618702.8549652447,3646192.3041083766,-9481.568438400001,-31107.508,2.46,-115.73010000114888,32.94759000007812,1989.0,7.0,18.0
618689.4604785733,3646217.646592254,-9438.56634,-30966.425,2.29,-115.7302399991543,32.94782000072281,1989.0,7.0,18.0
618560.1640775837,3646318.1042094394,-9360.562533600001,-30710.507,1.94,-115.73161000111593,32.94874000004055,1989.0,7.0,18.0
619640.3414253426,3645598.208938829,-9298.559508,-30507.085,2.55,-115.7201500013413,32.942129998847,1989.0,7.0,20.0
625712.6916945335,3638528.1604217053,-7860.4893336000005,-25789.007,2.07,-115.65617000139075,32.877690001256596,1989.0,7.0,23.0
614690.9850224106,3661157.597486752,-8409.5161248,-27590.276,1.0,-115.77113999960399,33.082980000498715,1989.0,7.0,24.0
635023.6994167377,3647776.5893755266,-8795.5349616,-28856.742,1.71,-115.55531000146757,32.95997999925198,1989.0,7.0,26.0
635058.055235081,3647793.695259375,-8788.53462,-28833.775,2.62,-115.5549400004057,32.96013000115839,1989.0,7.0,26.0
628304.5961659465,3665437.301660168,-8504.5207608,-27901.971,1.4,-115.62471000070319,33.120049999745945,1989.0,7.0,27.0
646260.7237486732,3626644.565553667,-9219.5556528,-30247.886,0.7,-115.4384600000939,32.76797999986797,1989.0,7.0,31.0
646311.1893251279,3626589.861682741,-9250.557165600001,-30349.597,1.0,-115.43792999913619,32.76748000042816,1989.0,7.0,31.0
646222.873411108,3626606.302020461,-9043.547064,-29670.43,1.1,-115.43887000027631,32.76763999927922,1989.0,7.0,31.0
646234.6303139236,3626698.5204233415,-9238.55658,-30310.225,1.2,-115.43872999983687,32.768470001331075,1989.0,7.0,31.0
646185.6632747881,3626778.753044033,-9206.5550184,-30205.233,1.5,-115.43923999867943,32.76920000011307,1989.0,7.0,31.0
650520.5956062124,3625564.958540583,-14833.829616,-48667.42,1.5,-115.39317000125781,32.757669999082914,1989.0,7.0,31.0
630339.6872040754,3670903.6467288993,-5511.3747023999995,-18081.938,1.87,-115.60211999974759,33.169100000225285,1989.0,8.0,1.0
628256.9120313147,3676518.4323807657,-6741.4347264,-22117.568,1.95,-115.62366000134372,33.21998000090438,1989.0,8.0,1.0
624546.7645640966,3679538.7542776703,-4273.3142880000005,-14020.06,1.3,-115.66305000126778,33.247649999739444,1989.0,8.0,3.0
646633.5774651868,3627154.6577127995,-9718.580004,-31885.105,2.17,-115.4344000012854,32.77252999960101,1989.0,8.0,5.0
646633.5774651868,3627154.6577127995,-9707.579467200001,-31849.014,2.7,-115.4344000012854,32.77252999960101,1989.0,8.0,5.0
647553.7790159215,3625443.8512972505,-10833.634416,-35543.42,1.3,-115.42484999860284,32.7569800006304,1989.0,8.0,6.0
637488.7532528338,3650535.4431925393,-9077.548723200001,-29781.984,1.82,-115.5285300001256,32.98455000131363,1989.0,8.0,7.0
599215.4534435472,3660294.5080808923,-7333.463616,-24059.92,2.1,-115.93701999932485,33.07672000053419,1989.0,8.0,8.0
599191.4090371002,3660272.088430197,-7281.461078400001,-23889.308,1.4,-115.93728000057968,33.07651999983393,1989.0,8.0,8.0
599052.3301167145,3660270.681303549,-7848.488748,-25749.635,1.5,-115.93876999915459,33.07651999897541,1989.0,8.0,8.0
599197.8979810126,3660276.5892662685,-7295.4617616,-23935.242,2.24,-115.93721000136003,33.07655999908345,1989.0,8.0,8.0
599180.8832899099,3660297.484353111,-7217.4579552000005,-23679.324,2.73,-115.93739000093676,33.0767499993181,1989.0,8.0,8.0
599118.232538175,3660307.938343483,-7401.466934399999,-24283.028,1.99,-115.93805999930723,33.07684999877874,1989.0,8.0,8.0
599185.4830629557,3660304.1837966614,-8271.5093904,-27137.498,0.9,-115.93734000045286,33.07680999971245,1989.0,8.0,8.0
599158.7171069387,3660273.975251351,-7390.466397600001,-24246.937,2.08,-115.93762999960227,33.076540000954765,1989.0,8.0,8.0
599088.6100253682,3660283.2452522228,-7379.465860800001,-24210.846,1.5,-115.93837999904056,33.076630001158506,1989.0,8.0,8.0
599166.0294203942,3660381.603433789,-8309.5112448,-27262.176,1.5,-115.93753999885992,33.077510000960245,1989.0,8.0,8.0
599158.3039734279,3660407.0275333934,-8119.501972800001,-26638.786,2.24,-115.93762000012015,33.07773999873241,1989.0,8.0,8.0
599186.1939157015,3660418.3981075995,-7712.482111200001,-25303.419,2.18,-115.93731999929392,33.07784000053359,1989.0,8.0,8.0
599195.019222998,3660284.321807383,-7188.45654,-23584.175,2.36,-115.93724000067542,33.07662999949076,1989.0,8.0,8.0
599137.0778837206,3660198.357299977,-7571.4752304,-24840.798,1.3,-115.93787000018112,33.0758599992459,1989.0,8.0,8.0
599347.5709257467,3660337.981427534,-7763.484600000001,-25470.75,0.9,-115.93560000131957,33.077099999888276,1989.0,8.0,8.0
599096.4611678527,3660337.656026774,-7400.4668856,-24279.747,2.52,-115.93829000037314,33.07712000019999,1989.0,8.0,8.0
599099.488422051,3660407.54127792,-7538.473620000001,-24732.525,2.18,-115.93824999915913,33.077749999028605,1989.0,8.0,8.0
599172.4132149799,3660212.020698039,-7439.4687888,-24407.706,2.39,-115.93749000122483,33.0759800005049,1989.0,8.0,8.0
599154.4291709212,3660144.2013428207,-7389.4663488,-24243.656,1.4,-115.93769000124792,33.07536999871479,1989.0,8.0,8.0
599100.4526685253,3660312.1937486953,-7447.469179200001,-24433.954,2.27,-115.93825000108927,33.07688999911498,1989.0,8.0,8.0
599247.6972715429,3660429.000108753,-7588.476060000001,-24896.575,1.4,-115.93666000078454,33.077929999624054,1989.0,8.0,8.0
599084.2287918136,3660439.5424060314,-7703.481672,-25273.89,2.09,-115.93840999920768,33.07803999992861,1989.0,8.0,8.0
599088.8903856074,3660255.5277091605,-7451.469374400001,-24447.078,1.4,-115.93837999859383,33.07637999899198,1989.0,8.0,8.0
599160.0137314795,3660422.568366592,-7604.4768408,-24949.071,1.3,-115.93759999957182,33.07788000093336,1989.0,8.0,8.0
599354.0373681639,3660344.6999628684,-7601.4766944,-24939.228,2.12,-115.9355300010323,33.077160000998965,1989.0,8.0,8.0
599182.404018224,3660423.903862191,-7699.481476800001,-25260.766,1.4,-115.93736000108251,33.07789000135933,1989.0,8.0,8.0
599115.953023993,3660440.972137436,-7646.478890400001,-25086.873,2.13,-115.93807000096723,33.078050000201074,1989.0,8.0,8.0
599140.9417005193,3660462.2923401636,-7693.481184000001,-25241.08,2.14,-115.93780000059677,33.07824000066635,1989.0,8.0,8.0
599330.6680037241,3660255.758236207,-7777.485283200001,-25516.684,1.1,-115.93579000011,33.0763599987324,1989.0,8.0,8.0
599046.7439068333,3660361.5470736385,-7348.4643479999995,-24109.135,2.11,-115.93881999979571,33.077340000750695,1989.0,8.0,8.0
599068.6075130738,3660414.99080933,-7904.4914808,-25933.371,1.2,-115.9385800004166,33.077820000855134,1989.0,8.0,8.0
599003.2917800947,3660412.1128637423,-8791.5347664,-28843.618,1.95,-115.93927999995783,33.07780000004624,1989.0,8.0,8.0
599059.0522634577,3660529.1011718335,-7728.482892000001,-25355.915,2.13,-115.93867000022436,33.0788500007377,1989.0,8.0,8.0
599326.1031293824,3660429.794592311,-7379.465860800001,-24210.846,2.18,-115.93581999964707,33.07792999876553,1989.0,8.0,8.0
599315.1606764384,3660404.181103763,-7678.480452000001,-25191.865,1.0,-115.93594000097377,33.0776999987172,1989.0,8.0,8.0
599008.0597110911,3660402.181721269,-7337.463811200001,-24073.044,2.12,-115.93922999910201,33.07770999936638,1989.0,8.0,8.0
599146.8226827312,3660434.6317586917,-8028.497532,-26340.215,1.2,-115.93773999957402,33.077990001170974,1989.0,8.0,8.0
599207.8656434211,3660490.689841943,-7602.4767432,-24942.509,2.12,-115.9370800013187,33.07848999963068,1989.0,8.0,8.0
599232.842767911,3660513.1188977463,-7570.475181600001,-24837.517,1.9,-115.93681000094256,33.07868999934398,1989.0,8.0,8.0
599220.2905145239,3660369.9557611253,-8574.5241768,-28131.641,1.2,-115.93695999852874,33.07739999944724,1989.0,8.0,8.0
598911.1105500637,3660666.207139674,-7707.4818672,-25287.014,2.27,-115.94024000004704,33.0801000012413,1989.0,8.0,8.0
598972.978761164,3660548.1895620297,-7754.484160800001,-25441.221,2.1,-115.93958999867468,33.07902999915873,1989.0,8.0,8.0
599258.6734751093,3660451.287354447,-7624.4778168,-25014.691,2.11,-115.93654000043426,33.07812999889748,1989.0,8.0,8.0
599071.3321802751,3660514.8106947797,-7694.481232800001,-25244.361,1.4,-115.93853999946866,33.07871999916944,1989.0,8.0,8.0
599163.8389866248,3660505.7673725244,-7569.4751328,-24834.236,2.36,-115.93755000076779,33.07862999938805,1989.0,8.0,8.0
598310.928542003,3660476.1043724865,-4831.3415184000005,-15850.858,1.0,-115.94669000084308,33.07844000102456,1989.0,8.0,8.0
599239.9718191214,3660454.424518531,-7956.494018400001,-26103.983,1.1,-115.93674000011201,33.078160000705005,1989.0,8.0,8.0
598983.8992989021,3660576.020128478,-7690.4810376000005,-25231.237,2.45,-115.93946999964216,33.079280000014144,1989.0,8.0,8.0
598963.23032577,3660589.116909748,-8093.500704,-26553.48,2.19,-115.93969000029946,33.079399999356795,1989.0,8.0,8.0
598741.2755081404,3658158.599343025,-8823.536328,-28948.61,1.0,-115.94233000008872,33.057499999388746,1989.0,8.0,8.0
599028.5673461049,3660589.777181097,-7767.4847952,-25483.874,1.3,-115.93899000020174,33.07939999970428,1989.0,8.0,8.0
599154.4153302982,3660514.542400677,-9186.554042400001,-30139.613,1.93,-115.93765000019287,33.078709999021406,1989.0,8.0,8.0
599095.6037335108,3660237.854937224,-7797.486259200001,-25582.304,1.99,-115.93830999846972,33.07622000097182,1989.0,8.0,8.0
599026.8575939877,3660574.2366549303,-7649.4790368,-25096.716,2.49,-115.93900999886971,33.079260000044954,1989.0,8.0,8.0
599109.9263803399,3660483.0459159696,-7686.480842400001,-25218.113,2.0,-115.93813000139416,33.07843000129787,1989.0,8.0,8.0
598922.467779685,3660650.79842678,-7647.4789392,-25090.154,2.22,-115.94012000054633,33.079960000231424,1989.0,8.0,8.0
598958.6418107805,3660581.3089216948,-7637.478451200001,-25057.344,2.34,-115.93974000008275,33.07932999937046,1989.0,8.0,8.0
599054.8478802113,3660575.628517577,-7534.473424800001,-24719.401,2.12,-115.93871000021379,33.079270000829524,1989.0,8.0,8.0
599106.2664391042,3660291.185345619,-7505.4720096,-24624.252,1.3,-115.93818999877216,33.076699999996634,1989.0,8.0,8.0
599018.7495606515,3660268.1242506476,-7415.4676176,-24328.962,1.5,-115.93912999890512,33.07649999887555,1989.0,8.0,9.0
599014.5889284203,3660587.4182811044,-7606.476938400001,-24955.633,1.95,-115.93914000062968,33.07937999970952,1989.0,8.0,9.0
599135.9605997377,3660493.2885554517,-9123.550968,-29932.91,1.79,-115.9378500004033,33.07852000111959,1989.0,8.0,9.0
598974.0164463083,3660630.2518256907,-7673.480208,-25175.46,1.5,-115.93957000106138,33.079770000645134,1989.0,8.0,9.0
599085.3693466757,3660603.657261359,-7597.4764992,-24926.104,2.06,-115.93837999998631,33.079520000311206,1989.0,8.0,9.0
598937.1779066051,3660673.1229387913,-7589.4761088000005,-24899.856,1.5,-115.93996000067658,33.080159998877406,1989.0,8.0,9.0
599204.2220144902,3660481.7823981466,-9211.5552624,-30221.638,1.4,-115.9371199998102,33.07840999875341,1989.0,8.0,9.0
627212.142866598,3669215.6087251417,-7191.456686400001,-23594.018,1.98,-115.63588999883743,33.15424999919841,1989.0,8.0,10.0
627283.9876513473,3668856.1379943667,-3313.26744,-10870.3,1.5,-115.63517000020296,33.151000000075506,1989.0,8.0,10.0
599364.3721827891,3660154.089979746,-6078.4023720000005,-19942.265,3.03,-115.93543999871052,33.075440000425644,1989.0,8.0,13.0
599328.3053997674,3660120.4600537587,-7220.458101600001,-23689.167,1.0,-115.93583000150831,33.075139999994924,1989.0,8.0,13.0
599279.2382245759,3660080.045859043,-6120.4044216,-20080.067,2.3,-115.93635999853443,33.0747800009659,1989.0,8.0,13.0
617575.7282697596,3650303.7505630185,-8539.5224688,-28016.806,1.3,-115.74162999922882,32.98479000031183,1989.0,8.0,14.0
648821.7478493401,3624249.569266478,-10791.632366400001,-35405.618,1.4,-115.41150999875693,32.74604000099203,1989.0,8.0,16.0
625439.5281392405,3640731.3681964534,-5890.393197600001,-19325.437,2.14,-115.65879000155685,32.89759000094422,1989.0,8.0,16.0
627718.7294462881,3630567.695578206,-4983.348936,-16349.57,1.3,-115.6358299992035,32.80567000109053,1989.0,8.0,18.0
622143.0230430621,3643136.1748088445,-8030.4976295999995,-26346.777,3.26,-115.69370999892779,32.91964999961156,1989.0,8.0,18.0
599060.1703112418,3660326.2009226363,-7393.466544,-24256.78,2.17,-115.93867999995159,33.077019999703026,1989.0,8.0,25.0
631253.0492774278,3672684.6880728034,-4311.3161424,-14144.738,1.49,-115.59206999942204,33.185049999393634,1989.0,8.0,27.0
614551.2003926382,3660817.7560839043,-8358.513636,-27422.945,1.4,-115.77267999985992,33.07992999969742,1989.0,8.0,28.0
625374.7287281879,3640456.649320058,-5956.396418400001,-19541.983,2.25,-115.65951999992704,32.89512000116216,1989.0,9.0,2.0
625387.8239014538,3640456.81562807,-5980.3975896,-19620.727,2.17,-115.6593799996895,32.895120000054376,1989.0,9.0,2.0
635844.5608361956,3646012.457346918,-9839.5859088,-32282.106,1.4,-115.54678999937646,32.943970000797655,1989.0,9.0,3.0
619913.5378394276,3645276.6333359666,-9484.5685848,-31117.351,1.4,-115.71726999872239,32.93920000078518,1989.0,9.0,8.0
599474.4134915053,3660349.2476030695,-7923.492408,-25995.71,1.2,-115.93424000115732,33.07718999898889,1989.0,9.0,8.0
595064.7766066141,3680441.404166394,-4653.332832,-15266.84,1.3,-115.97937999958933,33.25878999938258,1989.0,9.0,8.0
625944.4925704559,3681623.834456772,-4849.3423968,-15909.916,1.4,-115.64775999921609,33.26629000119713,1989.0,9.0,14.0
629394.3022645675,3666935.431468668,-7469.4702528,-24506.136,1.51,-115.6128200015938,33.13342999972421,1989.0,9.0,18.0
618378.806010941,3646549.8921302822,-9294.5593128,-30493.961,1.2,-115.73351999851275,32.95084999973283,1989.0,9.0,21.0
646043.5694582246,3626884.22870302,-9438.56634,-30966.425,1.97,-115.44073999948994,32.77016999928829,1989.0,9.0,23.0
627162.3376240837,3669243.7927056593,-6845.4398016000005,-22458.792,2.68,-115.63642000131235,33.15450999865306,1989.0,9.0,25.0
628594.5690193679,3679112.316047227,-3943.298184,-12937.33,1.6,-115.61966999862038,33.24333000062227,1989.0,9.0,27.0
631246.7420959936,3671697.620965837,-3841.2932064,-12602.668,1.41,-115.59228000037268,33.17615000040255,1989.0,9.0,28.0
631207.5277793776,3671631.6646975405,-3846.2934504000004,-12619.073,1.5,-115.59271000086133,33.175560001213334,1989.0,9.0,28.0
621901.0486390842,3640770.171301201,-8839.537108800001,-29001.106,1.1,-115.69661000010298,32.89833999929692,1989.0,9.0,28.0
614629.4475711079,3661151.3328268696,-8734.5319848,-28656.601,1.3,-115.771799998387,33.08293000095298,1989.0,10.0,1.0
637736.6622937563,3627990.6826319764,-10781.6318784,-35372.808,2.0,-115.52923999915646,32.7812200003312,1989.0,10.0,1.0
646841.623198197,3627340.719238516,-9391.5640464,-30812.218,1.4,-115.43215000042223,32.774180000428245,1989.0,10.0,3.0
646919.7394074267,3628264.547159488,-8453.518272,-27734.64,1.2,-115.43117000141058,32.78249999992183,1989.0,10.0,3.0
636378.4603989762,3649049.5003714766,-7561.474742400001,-24807.988,1.6,-115.54063000016065,32.9712900002463,1989.0,10.0,4.0
627477.5370703925,3635112.121257155,-9058.547796,-29719.645,2.45,-115.63777999931413,32.846679999183316,1989.0,10.0,4.0
633845.0156116416,3650853.3319207933,-9135.5515536,-29972.282,1.5,-115.56746999881145,32.98786999904344,1989.0,10.0,5.0
645980.0819358282,3627187.151895513,-8690.529837600001,-28512.237,2.2,-115.44136999851136,32.772909999857106,1989.0,10.0,8.0
630799.9458946638,3671286.850393465,-4404.3206807999995,-14449.871,1.56,-115.59713000049534,33.17249999928188,1989.0,10.0,8.0
630668.6759027282,3671339.431730211,-4017.3017952,-13180.124,1.7,-115.59852999854972,33.17299000091888,1989.0,10.0,9.0
631358.5148735719,3667615.9145504795,-5483.373336000001,-17990.07,1.6,-115.59166999970535,33.13933000080535,1989.0,10.0,9.0
630848.2916111845,3671437.208626866,-4517.3261952,-14820.624,2.11,-115.59659000064826,33.17384999876883,1989.0,10.0,9.0
630861.7282586342,3671478.420499748,-4510.3258536,-14797.657,2.25,-115.59643999923524,33.174219998823546,1989.0,10.0,9.0
630978.8673589932,3671366.8771608206,-4771.3385904,-15653.998,1.94,-115.59519999873962,33.17319999916036,1989.0,10.0,9.0
630839.2017827634,3671210.858017537,-4773.338688,-15660.56,1.6,-115.59672000020532,33.171810000458336,1989.0,10.0,10.0
630814.6644898265,3671162.843549611,-4779.3389808,-15680.246,2.48,-115.59698999884993,33.17137999941368,1989.0,10.0,11.0
630754.9159144056,3671097.7231506305,-4763.3382,-15627.75,1.65,-115.59763999856172,33.170799999808594,1989.0,10.0,11.0
630874.5163066454,3671220.2029918586,-4904.3450808,-16090.371,1.7,-115.59633999925042,33.171889999106824,1989.0,10.0,11.0
601071.57959248,3659450.823586095,-6479.4219408,-21257.946,1.2,-115.9172299988346,33.06893999996675,1989.0,10.0,13.0
601070.6459518308,3659450.813890253,-6519.4238928,-21389.186,2.04,-115.91724000035796,33.06893999935889,1989.0,10.0,13.0
601051.2367830558,3659431.764095029,-6450.4205256,-21162.797,2.23,-115.91745000057192,33.06877000068861,1989.0,10.0,13.0
601050.859532352,3659468.351002994,-6427.4194032,-21087.334,2.15,-115.91745000070688,33.06910000076749,1989.0,10.0,13.0
601169.8092590844,3659521.692417806,-6474.421696800001,-21241.541,1.0,-115.91617000106201,33.06957000120327,1989.0,10.0,13.0
626000.8127339532,3679720.4847196112,-3834.2928647999997,-12579.701,1.64,-115.64742000014469,33.249120000532194,1989.0,10.0,15.0
630402.6036732993,3672407.132881679,-3004.2523608,-9856.471,2.49,-115.6012300015087,33.18265000064477,1989.0,10.0,15.0
628279.1451495517,3676599.6791054043,-6775.4363856,-22229.122,1.2,-115.62340999930066,33.22070999972758,1989.0,10.0,17.0
646649.8373981522,3626245.5387343336,-9388.563900000001,-30802.375,2.15,-115.43436999887078,32.76433000114459,1989.0,10.0,17.0
646245.4920350488,3627422.840259527,-10733.629536,-35215.32,1.5,-115.43850000006137,32.77499999982035,1989.0,10.0,17.0
640218.7136319145,3625369.5870158807,-11008.642956000002,-36117.595,2.19,-115.5031400001079,32.75727000087432,1989.0,10.0,18.0
626445.135398179,3670315.6999144247,-4461.323462400001,-14636.888,1.25,-115.64395999990305,33.16425999963633,1989.0,10.0,19.0
625537.9072989788,3640204.7891974356,-7612.4772312000005,-24975.319,2.0,-115.6578100001509,32.89283000076868,1989.0,10.0,19.0
609112.2011237092,3703270.2004041267,-4593.329904,-15069.98,1.54,-115.82582999961042,33.46333000038737,1989.0,10.0,19.0
622374.187201084,3689641.419015656,-6783.4367760000005,-22255.37,1.2,-115.68500000058609,33.339000001284546,1989.0,10.0,19.0
621546.4069518726,3688401.1860668175,-7519.472692800001,-24670.186,1.0,-115.69406000056865,33.32791000031481,1989.0,10.0,19.0
625084.0672569415,3682319.1353361914,-5435.3709936,-17832.582,1.62,-115.65689999885848,33.272659999208805,1989.0,10.0,21.0
635282.6990224703,3654902.9637126783,-7802.4865032,-25598.709,2.08,-115.55148999876378,33.024210001336286,1989.0,10.0,22.0
633315.8893325932,3667753.315021216,-7463.46996,-24486.45,1.29,-115.57066999949744,33.14033000072726,1989.0,10.0,23.0
644008.469928589,3667092.1042300225,-11833.683216,-38824.42,1.38,-115.45617000013803,33.132999999203776,1989.0,10.0,23.0
631522.3592151862,3672213.6753015146,-3981.3000384,-13062.008,1.48,-115.5892499991667,33.18077000012617,1989.0,10.0,23.0
630766.2716579563,3661247.015472984,-7611.477182400001,-24972.038,1.3,-115.5989299995687,33.08197000133344,1989.0,10.0,23.0
631171.7147708484,3671590.151326553,-4167.3091152,-13672.274,1.94,-115.59310000157295,33.17518999943975,1989.0,10.0,25.0
631203.4999466658,3671653.7898472603,-3985.3002336,-13075.132,1.74,-115.59275000155667,33.17576000066496,1989.0,10.0,25.0
628147.4178579259,3678535.3028879454,-7296.461810400001,-23938.523,1.64,-115.62454999917745,33.238179999098676,1989.0,10.0,26.0
631332.4415751817,3671912.8046594816,-4483.324536,-14709.07,1.8,-115.5913299998178,33.17807999958819,1989.0,10.0,30.0
640390.5046292206,3625082.584360627,-10210.604013600001,-33499.357,2.17,-115.50134999887067,32.754659998838406,1989.0,11.0,1.0
618663.9114970496,3646475.7040774375,-9597.574099200001,-31488.104,1.74,-115.73047999974006,32.95014999989819,1989.0,11.0,4.0
633978.4748932065,3672363.5315413945,-3762.2893512,-12343.469,1.9,-115.56289000131814,33.18182000118137,1989.0,11.0,5.0
595437.7693017375,3676126.1962254904,-7426.4681544000005,-24365.053,1.4,-115.97582999890483,33.21983999985984,1989.0,11.0,5.0
633998.1459327957,3672357.147537225,-3739.2882288,-12268.006,1.52,-115.5626799991612,33.181759999245756,1989.0,11.0,6.0
631095.732897395,3671553.6434557275,-4385.3197536,-14387.532,3.15,-115.59392000020733,33.17486999874229,1989.0,11.0,6.0
630997.2780292032,3671384.867724609,-4318.316484,-14167.705,2.09,-115.59499999972488,33.17335999953908,1989.0,11.0,6.0
631372.5940232275,3671908.909345393,-4099.3057968,-13449.166,2.15,-115.59090000058428,33.1780400008467,1989.0,11.0,6.0
631433.4345791755,3672169.22745035,-4331.3171184,-14210.358,1.65,-115.59021000150852,33.180380001045556,1989.0,11.0,6.0
633934.4908170637,3672442.7744404026,-3766.2895464000003,-12356.593,2.0,-115.56335000042404,33.18254000056523,1989.0,11.0,6.0
633942.8058995932,3672448.4332898944,-3768.2896440000004,-12363.155,1.6,-115.5632599999369,33.18258999871334,1989.0,11.0,6.0
633916.137059343,3672489.099909179,-3777.2900832,-12392.684,2.5,-115.56354000049267,33.182960001351596,1989.0,11.0,6.0
631371.3779530134,3671929.963220002,-4430.3219496,-14535.177,2.7,-115.59091000163676,33.17822999932112,1989.0,11.0,6.0
631349.7174233603,3671737.8199728793,-4053.3035520000003,-13298.24,1.7,-115.59117000128559,33.17649999863819,1989.0,11.0,6.0
631165.5306103098,3671564.562175106,-4174.309456800001,-13695.241,1.74,-115.59317000063804,33.17496000133349,1989.0,11.0,6.0
628397.1169438274,3669333.136089246,-9113.55048,-29900.1,1.67,-115.62316999874673,33.15516999998803,1989.0,11.0,6.0
